"blueWins","blueWardsPlaced","redWardsPlaced","blueWardsDestroyed","redWardsDestroyed","blueFirstBlood","blueTotalMinionsKilled","redTotalMinionsKilled","blueKills","redKills","blueEliteMonsters","redEliteMonsters","blueDragons","redDragons","blueHeralds","redHeralds","blueTotalGold","redTotalGold","blueTotalExperience","redTotalExperience","blueAvgLevel","redAvgLevel","",""
"0","10","17","2","0","0","230","218","1","6","0","1","0","1","0","0","14012","16682","17304","18699","6.8","7","",""
"0","13","12","2","1","1","193","190","4","8","0","0","0","0","0","0","15913","16873","16454","18956","6.4","7.4","",""
"0","21","18","4","11","0","200","226","5","6","1","0","1","0","0","0","14969","16548","16860","18039","6.6","7.2","",""
"0","60","14","3","4","1","230","230","3","2","0","0","0","0","0","0","14863","14542","18643","18903","7","7","",""
"0","16","12","2","2","1","214","194","5","8","0","0","0","0","0","0","15985","15997","18011","19172","7","7.2","",""
"0","17","19","5","2","0","214","205","9","10","0","0","0","0","0","0","17407","17185","18451","16735","7.2","6.6","",""
"0","13","18","5","2","1","237","224","5","3","0","1","0","1","0","0","15829","14861","17771","17056","6.8","6.8","",""
"0","16","18","2","0","1","183","224","5","9","0","1","0","1","0","0","14953","17995","17141","20782","6.6","7.6","",""
"1","13","14","1","2","1","235","185","13","3","1","0","1","0","0","0","20389","13877","20574","16593","7.4","6.8","",""
"1","47","18","3","2","0","233","234","6","5","0","1","0","1","0","0","16789","15885","18276","18112","7","6.8","",""
"1","17","10","2","2","1","238","178","13","5","2","0","1","0","1","0","20403","15038","20886","15985","7.4","6.4","",""
"1","15","16","2","1","1","219","261","2","5","0","1","0","0","0","1","15318","16463","17867","19967","7","7.4","",""
"1","41","40","13","1","1","225","235","2","4","1","1","0","1","1","0","15180","16166","18148","19656","7","7.6","",""
"1","19","62","14","3","1","218","214","8","3","1","0","1","0","0","0","18200","14481","19337","17524","7.2","6.8","",""
"0","12","19","2","0","1","186","247","5","5","0","2","0","1","0","1","15646","15847","16889","18591","6.6","7.2","",""
"0","13","14","2","2","1","192","227","5","7","0","1","0","1","0","0","15747","16870","17503","18733","6.8","7","",""
"0","30","21","3","5","0","197","230","3","7","0","1","0","1","0","0","14668","17108","16196","18435","6.6","7.2","",""
"1","17","31","3","2","1","257","230","8","3","1","1","0","1","1","0","19318","14531","21508","16807","7.8","6.6","",""
"1","14","16","5","3","1","237","251","10","7","1","0","1","0","0","0","18302","17451","19223","18514","7.2","7","",""
"0","18","45","2","4","0","200","222","5","6","1","0","1","0","0","0","15167","16482","17584","18633","7","7","",""
"0","12","16","2","1","0","205","220","3","8","0","2","0","1","0","1","15330","18607","16378","18058","6.4","6.8","",""
"0","18","15","3","3","0","218","226","2","5","1","0","1","0","0","0","14579","16263","17772","18544","6.8","7.2","",""
"0","10","13","1","3","0","195","215","5","12","0","1","0","1","0","0","15828","18158","16976","18165","6.6","7","",""
"0","16","14","4","2","1","216","231","10","6","1","0","1","0","0","0","18001","16491","18571","18420","7","6.8","",""
"0","16","15","3","2","1","246","217","5","4","0","1","0","1","0","0","17305","14986","18581","18446","7.2","7","",""
"1","13","15","2","0","1","243","202","11","4","1","0","0","0","1","0","18706","14919","19465","16609","7.2","6.8","",""
"0","9","40","4","2","0","223","202","7","9","0","1","0","1","0","0","16939","17337","17715","19692","6.8","7.2","",""
"1","16","74","1","3","1","224","207","5","3","2","0","1","0","1","0","17645","14781","18081","16899","7","6.6","",""
"0","16","15","1","1","0","176","218","6","10","0","2","0","1","0","1","15985","18978","17976","20474","7","7.4","",""
"0","17","10","1","0","0","190","208","12","9","1","1","0","1","1","0","18325","17532","19498","17886","7.4","6.8","",""
"1","18","58","5","5","0","238","207","6","9","2","0","1","0","1","0","18050","17766","18264","17583","7.2","6.8","",""
"1","17","14","4","0","0","221","218","11","9","1","0","1","0","0","0","18585","17446","19498","18328","7.2","7","",""
"0","16","14","4","2","1","203","229","2","7","0","1","0","0","0","1","14367","17268","16705","19371","6.4","7.2","",""
"0","14","13","4","0","0","215","209","7","4","1","0","1","0","0","0","16743","15420","18562","18105","7.2","7","",""
"1","19","18","3","3","0","185","198","13","10","0","0","0","0","0","0","18388","17853","18350","17574","7","7","",""
"0","43","16","3","1","1","242","227","4","5","0","1","0","1","0","0","15710","16392","17789","18112","6.8","6.8","",""
"0","86","14","3","1","1","241","234","6","4","0","1","0","1","0","0","17275","15573","19289","17937","7.2","6.8","",""
"0","38","16","1","1","0","206","225","7","8","1","1","0","1","1","0","16623","17012","17503","17174","6.8","6.8","",""
"1","15","14","0","2","0","262","232","6","1","1","0","1","0","0","0","17402","14152","19869","16796","7.2","6.4","",""
"1","35","15","1","1","0","248","200","7","3","2","0","1","0","1","0","17555","14877","20887","17737","7.8","7","",""
"1","39","19","4","4","1","264","244","2","8","0","0","0","0","0","0","14952","17214","17963","18631","6.8","7.4","",""
"0","17","17","4","4","1","187","213","6","9","0","0","0","0","0","0","15487","17283","14798","17020","6","6.8","",""
"1","11","15","2","1","1","222","201","7","3","0","1","0","1","0","0","18351","14524","19217","16056","7.4","6.4","",""
"0","16","35","1","2","0","173","256","1","9","0","2","0","1","0","1","13797","19330","15622","20573","6.2","7.4","",""
"1","16","16","3","3","1","238","232","6","7","0","0","0","0","0","0","16241","16843","18124","19029","7.2","7.2","",""
"1","16","14","4","3","0","257","189","6","5","0","2","0","1","0","1","17065","15540","19124","18251","7.4","7","",""
"1","18","14","2","2","1","244","216","8","0","0","1","0","1","0","0","18609","13500","19904","16895","7.2","6.6","",""
"1","23","19","1","2","0","171","230","8","5","1","1","1","0","0","1","16259","15603","16785","17503","6.8","6.8","",""
"0","14","15","2","3","1","267","219","8","4","1","0","1","0","0","0","17858","15972","18694","18234","7.2","7","",""
"1","16","37","2","3","1","225","188","12","7","0","2","0","1","0","1","19055","18073","18944","17291","7","6.6","",""
"1","15","14","3","2","0","185","198","8","7","2","0","1","0","1","0","17217","17631","18214","18261","7.2","7","",""
"0","17","14","1","4","0","238","217","6","4","0","1","0","1","0","0","16091","15735","18518","18396","7","7","",""
"0","14","12","1","2","0","244","183","8","10","1","0","1","0","0","0","17174","17690","17921","17925","6.8","6.8","",""
"0","14","41","5","4","1","220","235","3","7","1","0","1","0","0","0","14961","17173","16723","19448","6.6","7.4","",""
"1","21","14","0","4","1","187","197","7","9","0","1","0","1","0","0","16076","16999","16620","17423","6.8","6.8","",""
"0","14","14","0","4","0","203","218","5","9","0","1","0","1","0","0","15905","17703","17772","19576","6.8","7","",""
"0","41","23","5","10","1","179","210","6","10","1","1","0","1","1","0","15075","19071","16260","19391","6.4","7.4","",""
"1","18","14","3","3","0","207","221","7","6","0","0","0","0","0","0","16711","16452","17570","18097","6.6","6.8","",""
"0","38","15","3","4","1","209","230","7","2","0","0","0","0","0","0","17371","14313","17488","16392","6.6","6.6","",""
"0","12","16","3","5","0","231","251","3","4","0","1","0","1","0","0","15537","16474","18851","18940","7","7.2","",""
"0","15","15","0","2","1","183","201","2","12","0","1","0","1","0","0","13751","19302","15189","17901","6.2","6.8","",""
"1","17","12","0","1","1","232","207","8","1","0","0","0","0","0","0","18888","14226","18408","16389","7.2","6.6","",""
"0","13","13","0","1","0","192","225","3","11","0","2","0","1","0","1","13962","19774","15298","20307","6.4","7.4","",""
"1","15","37","2","3","0","214","219","5","8","0","1","0","1","0","0","16697","16760","18216","18995","7","7.2","",""
"0","18","14","3","7","1","245","229","4","8","2","0","1","0","1","0","15815","16925","18069","18460","7.2","7","",""
"1","13","14","3","0","0","260","209","6","4","0","1","0","1","0","0","17047","15443","19108","17509","7.2","6.8","",""
"0","15","12","1","1","0","214","206","5","13","0","2","0","1","0","1","15118","18791","16774","20377","6.6","7.4","",""
"0","17","40","7","3","1","196","230","6","9","0","1","0","1","0","0","16035","18292","17041","19935","6.6","7.4","",""
"1","16","17","4","0","1","179","239","8","3","1","0","1","0","0","0","16225","16030","17748","17320","6.8","6.6","",""
"0","122","107","1","2","0","211","221","3","2","1","0","1","0","0","0","15033","15027","18279","18074","6.8","7.2","",""
"0","16","24","4","4","1","185","217","8","10","1","1","0","1","1","0","17064","17638","16813","18226","6.6","6.8","",""
"0","14","15","2","1","0","186","219","13","8","1","0","1","0","0","0","18043","17575","17743","17441","6.8","6.8","",""
"0","18","17","4","3","0","239","218","5","4","1","1","0","1","1","0","15710","15862","18847","18134","7.2","7","",""
"0","14","17","2","2","1","226","242","6","0","0","1","0","1","0","0","17476","14016","19471","17196","7.2","6.8","",""
"1","34","24","5","2","1","236","238","1","7","0","0","0","0","0","0","14745","17301","17469","17794","6.8","7","",""
"0","16","16","3","3","1","221","212","6","9","1","0","1","0","0","0","16052","17610","17653","18153","7","7","",""
"1","14","15","3","1","1","242","203","10","2","1","0","1","0","0","0","18888","14108","18447","15699","7.2","6.4","",""
"0","13","13","2","4","0","241","248","3","7","0","1","0","1","0","0","15423","17946","18610","19342","7.2","7.4","",""
"0","18","13","1","2","1","192","219","7","7","1","0","1","0","0","0","15927","18317","15756","18727","6.6","7.2","",""
"0","16","276","3","1","0","223","206","5","8","0","2","0","1","0","1","15967","17545","16964","17562","6.4","7","",""
"1","146","38","5","1","1","224","208","13","9","1","0","1","0","0","0","19929","17371","20672","18323","7.6","7.2","",""
"0","20","15","2","4","1","222","217","5","5","0","0","0","0","0","0","16110","16256","18673","18116","7","7","",""
"1","15","16","5","2","0","214","193","9","8","0","0","0","0","0","0","17631","16067","18106","18020","7","7","",""
"1","15","35","1","1","0","251","204","4","4","2","0","1","0","1","0","16337","15077","18992","17505","7","6.8","",""
"1","14","13","1","2","1","240","193","6","5","1","0","1","0","0","0","16693","14971","18416","16559","7","6.6","",""
"1","16","18","3","4","1","231","240","5","7","2","0","1","0","1","0","18334","17223","19247","19221","7.4","7.4","",""
"1","14","22","4","1","0","171","194","4","9","1","1","0","1","1","0","14641","17815","16376","18302","6.6","7","",""
"0","13","14","0","3","1","214","260","2","4","0","0","0","0","0","0","14524","15857","17686","19518","6.8","7","",""
"0","18","14","2","3","0","219","213","6","5","0","1","0","1","0","0","16111","15072","16723","16802","6.4","6.8","",""
"0","17","35","3","6","0","207","246","3","9","1","1","0","1","1","0","15284","18996","17637","21012","7","7.6","",""
"1","19","20","3","3","0","180","220","2","6","1","0","1","0","0","0","14107","15806","17015","17379","6.6","6.8","",""
"1","10","16","3","1","0","223","212","7","7","0","1","0","1","0","0","17152","16523","18219","17466","6.8","6.8","",""
"1","15","17","2","2","1","197","211","7","9","0","1","0","0","0","1","16025","18369","16142","17734","6.4","6.8","",""
"1","16","14","2","0","1","234","250","2","3","2","0","1","0","1","0","15130","15157","18930","18649","7.2","7.4","",""
"0","15","13","2","3","0","181","231","7","5","0","0","0","0","0","0","16230","16260","16813","17778","6.6","6.8","",""
"0","18","41","0","3","0","205","191","7","7","0","1","0","1","0","0","16113","16324","17158","16838","6.8","6.6","",""
"0","22","14","4","3","1","195","187","10","9","1","0","1","0","0","0","17394","18008","18046","18892","7","7","",""
"0","13","12","3","1","1","203","236","2","9","1","1","1","0","0","1","13803","18213","16366","20529","6.6","7.4","",""
"0","14","18","4","3","1","171","218","3","9","0","2","0","1","0","1","13893","17947","15277","19083","6.4","7","",""
"0","13","97","5","2","1","239","230","5","6","0","1","0","1","0","0","16312","16389","18684","18424","7","7","",""
"1","17","40","24","4","1","207","208","11","6","1","0","1","0","0","0","18205","16203","18119","16328","7","6.4","",""
"1","12","13","2","4","0","242","201","5","7","1","0","1","0","0","0","16484","16578","17799","18643","6.6","7","",""
"0","16","18","2","3","1","233","229","6","8","0","0","0","0","0","0","16661","16490","18206","17399","7","7","",""
"0","15","19","4","4","0","202","206","5","10","0","1","0","1","0","0","15381","17480","16749","18254","6.4","7","",""
"0","12","18","1","2","1","179","206","13","6","2","0","1","0","1","0","19234","15960","17699","16096","6.8","6.4","",""
"1","17","16","6","0","0","234","208","11","4","0","0","0","0","0","0","19350","14797","19830","16830","7.4","6.4","",""
"0","41","13","2","3","1","224","235","5","6","1","1","0","1","1","0","17389","16629","19074","18954","7.4","7.2","",""
"0","13","11","2","2","1","195","215","8","6","1","0","1","0","0","0","16138","15527","16973","17112","6.6","6.8","",""
"1","60","16","4","0","1","199","232","3","2","0","0","0","0","0","0","15271","14915","18182","18124","7","7","",""
"1","32","39","4","2","1","159","202","10","9","0","0","0","0","0","0","17584","17268","16118","17679","6.4","6.6","",""
"0","18","38","5","1","1","211","211","8","4","0","1","0","1","0","0","17297","15336","18369","17805","7","6.8","",""
"1","15","14","3","4","0","201","149","9","3","1","0","1","0","0","0","17693","13411","17892","15899","6.8","6.6","",""
"1","12","41","7","2","1","232","191","4","7","0","0","0","0","0","0","14703","16026","16749","17340","6.6","6.8","",""
"1","15","16","3","1","1","233","228","6","6","0","0","0","0","0","0","17394","17109","18668","19020","7","7","",""
"0","35","13","3","1","0","182","237","9","5","0","2","0","1","0","1","16563","17855","17202","18628","6.8","7","",""
"0","11","9","1","1","1","225","207","4","2","0","1","0","1","0","0","15270","15645","17913","19196","6.8","7.4","",""
"0","16","17","3","3","0","195","250","3","6","0","0","0","0","0","0","14906","16104","16779","17378","6.6","6.8","",""
"1","13","14","1","1","1","226","178","14","3","1","0","1","0","0","0","19085","14301","19432","16097","7.2","6.2","",""
"1","17","19","4","1","1","253","243","2","2","2","0","1","0","1","0","15290","15299","17983","18290","7","7","",""
"0","16","18","5","3","1","212","249","4","8","0","2","0","1","0","1","15557","17658","17145","19154","6.6","7.2","",""
"1","13","15","3","1","0","244","203","8","3","1","0","1","0","0","0","17318","14529","19714","16491","7.4","6.4","",""
"0","15","13","2","2","1","219","229","7","6","0","1","0","1","0","0","16359","16242","17684","17797","7","6.8","",""
"0","14","17","1","4","0","218","239","3","8","0","1","0","1","0","0","14722","18506","16433","19484","6.4","7.2","",""
"0","12","16","1","3","0","202","238","3","8","0","1","0","1","0","0","15035","17965","15909","18209","6.4","7","",""
"0","13","17","3","2","0","228","215","2","9","0","1","0","1","0","0","14663","17811","15958","18814","6.4","7.2","",""
"0","17","15","1","6","0","222","214","4","7","0","1","0","1","0","0","15504","16975","17911","19115","7","7","",""
